loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,grade,annual_inc,issue_d,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_int,total_rec_late_fee,last_pymnt_d,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,term_ 36 months,term_ 60 months,emp_length_1 year,emp_length_10+ years,emp_length_2 years,emp_length_3 years,emp_length_4 years,emp_length_5 years,emp_length_6 years,emp_length_7 years,emp_length_8 years,emp_length_9 years,emp_length_< 1 year,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding
6000,6000,6000,0.0714,185.65,0,20000,11,23.58,0,0,13,0,5918,0.113,25,0,0,0,6642.345423,6642.35,642.35,0,44,163.22,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7200,7200,7200,0.0676,221.53,0,34000,11,13.06,0,0,12,0,15044,0.149,30,0,0,0,5759.78,5759.78,706.4,0,33,221.53,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,25000,24700,0.1149,549.69,1,90000,11,6.04,0,0,9,0,1856,0.088,22,0,0,0,29534.01147,29179.6,4534.01,0,29,18044.43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,20000,19875,0.1112,655.92,1,60000,11,13.9,0,3,14,0,28300,0.595,35,0,0,0,5521.83,5487.33,1199.02,0,20,655.92,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4800,4800,4800,0.0714,148.52,0,27180,11,9.54,0,0,4,0,489,0.07,15,0,0,0,5346.928521,5346.93,546.93,0,47,156.12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8000,8000,8000,0.0788,250.25,0,84000,11,9.19,0,4,7,0,3650,0.474,33,0,0,0,9009.349024,9009.35,1009.35,0,47,258.61,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,7000,6950,0.1361,237.92,2,33600,11,11,0,1,3,0,1954,0.782,17,0,0,0,7725.687468,7670.5,710.69,15.00000002,17,5577.21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,20000,19800,0.1112,655.92,1,140000,11,16.75,0,1,20,0,35510,0.305,42,0,0,0,22920.17975,22690.98,2920.18,0,30,9861.29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,0.1186,133.05,1,38973,11,8.56,0,3,16,0,9655,0.466,21,0,0,0,7982.397489,7982.4,1982.4,0,71,151.83,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24250,18675,18069.05509,0.1756,469.77,4,142500,11,16.41,0,0,14,0,41830,0.788,24,0,0,0,22899.54918,21579.79,4224.55,0,27,15398.15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,12000,12000,0.1558,289.15,3,55000,11,7.35,0,1,3,0,5682,0.947,5,0,0,0,17348.59894,17348.6,5348.6,0,71,311.53,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25000,20850,19600,0.1558,502.4,3,68000,11,0.6,0,4,2,0,0,0.0188,29,0,0,0,5526.4,5194.63,2800.91,0,13,502.4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24250,16750,16545.29126,0.1149,552.27,1,59004,11,16.66,0,0,9,0,30034,0.676,17,0,0,0,19486.98621,19210.64,2736.99,0,35,6814.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,0.1149,329.72,1,68496,11,17.97,0,0,10,0,12185,0.512,25,0,0,0,11869.7439,11869.74,1869.74,0,47,346.13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,0.0714,185.65,0,50400,11,16.33,0,0,7,0,6583,0.406,17,0,0,0,6169.728951,6169.73,169.73,0,19,5429.21,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5500,5500,5500,0.0751,171.11,0,97200,11,8.77,0,3,10,0,1704,0.046,26,0,0,0,6138.340121,6138.34,638.34,0,43,1188.03,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,7000,7000,0.1472,241.7,2,65000,11,9.91,0,2,3,0,349,0.872,5,0,0,0,8701.770543,8701.77,1701.77,0,47,255.27,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4800,4800,4800,0.1645,117.88,4,45000,11,14.51,0,0,2,0,19135,0.966,6,0,0,0,6066.578753,6066.58,1266.58,0,29,3597.61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19800,19800,19775,0.1149,435.36,1,130000,11,5.22,0,1,9,0,779,0.02,20,0,0,0,22518.86916,22490.44,2718.87,0,31,12774.04,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8000,8000,7993.631739,0.0676,246.14,0,50648,11,11.59,0,3,7,0,3493,0.072,16,0,0,0,8861.30406,8853.7,861.3,0,47,268.51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19750,19750,19750,0.1361,671.28,2,90000,11,21.16,0,0,12,0,30383,0.844,32,0,0,0,22249.35346,22249.35,2499.35,0,22,14227.22,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3500,3500,3500,0.0714,108.3,0,25000,11,6.82,0,0,4,0,4356,0.162,5,0,0,0,3768.994694,3768.99,268.99,0,28,2148.67,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9000,9000,9000,0.1361,207.6,2,60000,11,16.28,0,0,10,0,20597,0.549,26,0,0,0,4323.49,4323.49,1478.76,0,28,207.6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4200,4200,4199.318024,0.0788,84.92,0,117000,11,8.99,0,1,18,0,12632,0.158,38,0,0,0,5095.189323,5094.18,895.19,0,71,93.46,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4750,4750,4746.751001,0.1521,113.53,3,27600,11,22.65,1,2,8,1,8934,0.693,31,0,0,0,6607.989011,6601.5,1857.99,0,48,1862.69,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8000,8000,8000,0.1186,177.4,1,32000,11,7.01,0,0,5,0,5703,0.31,11,0,0,0,10643.19665,10643.2,2643.2,0,71,199,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,25000,24984.49802,0.1186,828.69,1,190000,11,15.95,0,0,13,0,35783,0.639,52,0,0,0,29835.15511,29815.48,4835.16,0,47,902.29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,4000,3975,0.1645,98.24,4,105000,11,19.28,0,1,16,0,38836,0.916,40,0,0,0,5561.639388,5526.88,1561.64,0,46,2033.51,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12000,12000,12000,0.1038,389.36,1,55000,11,18.28,0,0,9,0,8745,0.527,27,0,0,0,13802.40387,13802.4,1802.4,0,34,4468.07,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5000,5000,5000,0.1398,170.84,2,98000,11,16.11,0,2,4,1,0,0,9,0,0,0,6096.718135,6096.72,1096.72,0,39,1322.25,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4500,4500,4500,0.1323,102.92,2,36996,11,19.1,0,0,3,0,783,0.412,4,0,0,0,6175.152301,6175.15,1675.15,0,71,110.87,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2600,2600,2600,0.1186,86.19,1,24972,11,24.07,0,1,6,0,1668,0.214,10,0,0,0,3096.765482,3096.77,496.77,0,37,91.54,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,15000,15000,0.0751,466.67,0,87000,11,6.79,1,0,14,0,13556,0.094,27,0,0,0,16800.19018,16800.19,1800.19,0,47,506.14,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2500,2500,2500,0.0676,76.92,0,40000,11,23.13,0,1,9,0,1298,0.081,14,0,0,0,2762.858373,2762.86,262.86,0,36,464.62,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7000,7000,7000,0.0714,216.59,0,93000,11,13.15,0,0,7,0,72033,0.137,26,0,0,0,7797.710222,7797.71,797.71,0,47,229.67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12000,12000,11700.9438,0.1558,289.15,3,76000,11,13.61,0,3,6,0,21240,0.781,16,0,0,0,17107.36193,16529.62,5107.36,0,66,177.88,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,18000,17586.93242,0.1323,411.68,2,99996,11,13.42,0,1,22,0,16117,0.251,59,0,0,0,21637.52175,20972.76,3637.52,0,30,13413.45,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,14000,13705.27249,0.1632,342.84,3,52000,11,16.38,0,0,10,0,10366,0.806,29,0,0,0,19681.95088,19095.85,5681.95,0,52,6328.7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3000,3000,3000,0.1632,105.95,3,80000,11,10.14,0,0,4,0,8274,0.93,7,0,0,0,2710.59,2710.59,722.98,0,34,105.95,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,10000,10000,0.0788,312.82,0,95000,11,7.59,0,1,7,0,17261,0.707,11,0,0,0,10849.86149,10849.86,849.86,0,28,6163.22,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25000,25000,24823.07515,0.1112,819.89,1,105000,11,4.24,0,1,5,0,591,0.041,23,0,0,0,29442.54123,29226.57,4442.54,0,44,4140.3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14000,14000,13900,0.0751,435.56,0,114000,11,6.18,0,0,7,0,2671,0.061,26,0,0,0,15680.19063,15568.19,1680.19,0,47,481.84,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24250,24250,24200,0.1756,610.01,4,75000,11,13.6,0,1,17,0,28432,0.599,31,0,0,0,36630.81778,36555.29,12352.66,28.15999979,70,55.91,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5100,5100,5100,0.1112,167.26,1,33996,11,4.94,0,1,2,0,4287,0.335,9,0,0,0,3431.88,3431.88,717.73,0,32,167.26,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13000,13000,12730.274,0.1632,318.35,3,36000,11,21.47,0,0,10,1,7216,0.776,23,0,0,0,14817.36,14266.41,5836.43,0,59,150,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,20000,19608.18284,0.1682,495.12,4,290000,11,11.17,0,1,13,0,29631,0.874,44,0,0,0,16720.52,16059.06,5218.79,0,29,49.98,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10750,10750,10750,0.1645,264,4,31200,11,20.42,0,0,8,0,8899,0.848,19,0,0,0,13366.99673,13367,2617,0,32,8364.63,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8400,8400,8375,0.1595,204.05,3,30204,11,3.62,0,0,5,0,3995,0.336,10,0,0,0,8082.34,8058.37,2378.91,0,34,204.05,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4500,4500,4475,0.1595,109.32,3,26000,11,2.21,0,2,12,1,3190,0.638,15,0,0,0,951.51,946.25,401.93,0,12,109.32,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,5000,4975,0.1682,123.78,4,31200,11,8.92,0,1,3,0,151,0.089,5,0,0,0,7376.68,7339.8,2376.68,0,64,1088.19,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15000,15000,14508.45415,0.1719,374.33,4,110000,11,20.5,0,0,10,0,40752,0.95,38,0,0,0,22459.11891,21398.57,7459.13,0,71,397.95,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,0.1186,133.05,1,24000,11,22.35,0,2,7,0,12455,0.724,9,0,0,0,1862.7,1862.7,757.11,0,21,133.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4625,4625,4624.689507,0.1112,100.84,1,26000,11,14.31,0,1,4,0,479,0.171,5,0,0,0,905.88,905.34,287.78,0,12,100.84,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,0.1558,240.96,3,53004,11,16.16,0,1,12,0,7101,0.602,28,0,0,0,14134.93652,14134.94,4119.94,15,58,2391.72,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22000,22000,21725,0.0788,688.19,0,55920,11,14.08,0,0,11,0,27298,0.345,28,0,0,0,24432.68366,24127.28,2432.68,0,35,8620.32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,8000,8000,0.1645,283.04,4,96000,11,0.25,1,1,7,0,1374,0.129,8,0,0,0,8716.610096,8716.61,716.61,0,12,7023.79,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15000,15000,14900,0.0751,466.67,0,79000,11,8.95,0,1,16,0,12363,0.188,24,0,0,0,12832.87,12747.3,1690.28,0,40,48.33,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5000,5000,5000,0.1484,172.94,3,39996,11,8.64,0,0,3,0,1358,0.679,3,0,0,0,6226.108371,6226.11,1226.11,0,47,186.68,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12500,12500,12275,0.1075,270.23,1,72600,11,9.7,0,0,21,0,3998,0.037,50,0,0,0,16213.35931,15921.52,3713.36,0,71,276.43,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,9000,8975,0.1435,309.14,2,49500,11,17.5,0,0,10,0,19788,0.687,32,0,0,0,11054.04357,11023.34,2054.04,0,43,2121.12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14500,14500,14176.20365,0.1149,318.83,1,65000,11,23.59,0,1,16,0,40147,0.461,46,0,0,0,17321.28885,16796.72,2821.29,0,35,10023.56,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,9994.815151,0.1558,349.51,3,50000,11,14.78,2,1,7,0,9526,0.732,18,0,0,0,12248.47805,12240.65,2248.48,0,35,4231.38,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,12000,11975,0.1793,304.27,4,51996,11,12.62,0,1,8,0,15907,0.865,24,0,0,0,15058.67261,15027.3,3058.67,0,24,9594.65,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000,12000,11950,0.1075,391.45,1,56000,11,6.26,0,0,9,0,16480,0.433,15,0,0,0,13940.64188,13882.56,1940.64,0,26,3784.68,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4200,4200,4200,0.0676,129.23,0,38400,11,5.13,0,0,5,0,462,0.066,20,0,0,0,4632.562228,4632.56,432.56,0,39,1029.55,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,4000,4000,0.0788,125.13,0,40000,11,19.17,0,3,7,0,7577,0.505,9,0,0,0,4505.334257,4505.33,505.33,0,46,132.93,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,0.0788,312.82,0,74000,11,10.44,0,0,7,0,3421,0.253,15,0,0,0,11261.95983,11261.96,1261.96,0,47,329.07,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5000,5000,4975,0.1038,107.18,1,41000,11,8,0,1,9,0,8707,0.396,23,0,0,0,5169.821389,5143.97,169.82,0,15,3.91,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6000,6000,6000,0.0788,187.69,0,70000,11,0,0,1,7,0,0,0,25,0,0,0,6757.134425,6757.13,757.13,0,47,197.18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15000,15000,14800,0.1112,491.94,1,65000,11,16.04,0,0,6,0,555,0.049,11,0,0,0,16239.1275,16022.61,1239.13,0,17,11833.51,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,2000,2000,0.1149,65.95,1,32000,11,22.24,0,0,9,0,5720,0.817,10,0,0,0,2373.959736,2373.96,373.96,0,47,71.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9500,9500,9400,0.0676,292.3,0,58896,11,14.73,0,3,13,0,3409,0.09,45,0,0,0,10522.91288,10412.15,1022.91,0,47,333.47,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8000,8000,8000,0.1149,263.78,1,165000,11,3.45,0,0,7,0,4497,0.152,19,0,0,0,9496.100341,9496.1,1496.1,0,47,288.54,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16000,16000,14475,0.1756,402.48,4,304000,11,3.71,0,3,8,0,2936,0.282,17,0,0,0,18840.88066,17045.11,2840.89,0,22,14024.86,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12250,12250,12225,0.1075,399.61,1,36000,11,24.4,0,0,11,0,18618,0.482,23,0,0,0,14386.32052,14356.96,2136.32,0,47,425.67,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,2000,2000,0.1149,65.95,1,42000,11,4.09,0,0,5,0,2872,0.928,8,0,0,0,2373.972338,2373.97,373.97,0,47,70.73,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6000,6000,6000,0.1719,214.49,4,50004,11,20.78,0,1,9,0,16991,0.982,12,0,0,0,7722.213778,7722.21,1722.21,0,47,230.53,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,8000,8000,0.0788,250.25,0,30000,11,0.4,0,1,4,0,19,0.003,12,0,0,0,9007.404807,9007.4,1007.4,0,37,509.43,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,5000,5000,0.0714,154.71,0,110000,11,1.16,0,1,18,0,2103,0.02,36,0,0,0,5569.754267,5569.75,569.75,0,47,163.26,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,9950,0.0751,311.11,0,30000,11,5,0,3,19,0,1450,0.012,48,0,0,0,2248.5,2237.26,350.87,0,19,311.11,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8500,8500,8500,0.1558,204.82,3,72000,11,20.18,0,0,11,1,23361,0.846,18,0,0,0,12279.58001,12279.58,3779.58,0,66,825.01,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,8000,7500,0.0788,250.25,0,72000,11,8.27,0,0,9,0,19930,0.772,20,0,0,0,8984.82819,8423.28,984.83,0,36,1485.32,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4800,4800,4800,0.0751,149.34,0,45000,11,9.87,0,2,6,0,504,0.24,19,0,0,0,4915.724239,4915.72,115.72,0,16,4469.42,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
